NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xmFAAR,MINI MERCADO,FAIXA 7,-14.51111111,-49.15666667,9.493073054631141E-5
0011x00000D1xnKAAR,MINI MERCADO,FAIXA 7,-16.02722222,-48.06888889,205.01461818988676
0011x00000D1xmgAAB,MINI MERCADO,FAIXA 7,-16.64,-49.32888889,237.4277893422735
0011x00000D1xmqAAB,MINI MERCADO,FAIXA 7,-17.213433,-48.711295,304.22164408580704
0011x00000D1xndAAB,MINI MERCADO,FAIXA 7,-8.037312,-50.038281,726.2026117561512
0011x00000D1xr8AAB,MINI MERCADO,FAIXA 7,-20.494055,-54.630781,882.6595530569617
0011x00000D1xruAAB,MINI MERCADO,FAIXA 7,-1.30611111,-48.475,1470.167407798935
0011x00000D1xknAAB,MINI MERCADO,FAIXA 7,-0.62361111,-47.36444444,1556.6648629094304
0011x00000D1xr1AAB,MINI MERCADO,FAIXA 7,-9.96527778,-67.83861111,2091.0233598412665
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xmgAAB,MINI MERCADO,FAIXA 7,-16.64,-49.32888889,0.0
0011x00000D1xmqAAB,MINI MERCADO,FAIXA 7,-17.213433,-48.711295,91.54835945267327
0011x00000D1xnKAAR,MINI MERCADO,FAIXA 7,-16.02722222,-48.06888889,150.72283008116585
0011x00000D1xmFAAR,MINI MERCADO,FAIXA 7,-14.51111111,-49.15666667,237.4277893422735
0011x00000D1xr8AAB,MINI MERCADO,FAIXA 7,-20.494055,-54.630781,704.0962057265347
0011x00000D1xndAAB,MINI MERCADO,FAIXA 7,-8.037312,-50.038281,959.6212298262631
0011x00000D1xruAAB,MINI MERCADO,FAIXA 7,-1.30611111,-48.475,1707.529346529843
0011x00000D1xknAAB,MINI MERCADO,FAIXA 7,-0.62361111,-47.36444444,1793.8105092290984
0011x00000D1xr1AAB,MINI MERCADO,FAIXA 7,-9.96527778,-67.83861111,2134.2674401236222
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xmiAAB,LOJA CNV KA,FAIXA 8,-2.69722222,-59.69805556,0.0
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
